Number of model parameters: 5224768
0.001
Iter 0 training loss = 84.680 , time = 3.57
Iter 133 training loss = 42.248 , time = 2.86
Iter 134 training loss = 4.584 , time = 2.86
Iter 135 training loss = 2.719 , time = 2.86
Iter 136 training loss = 3.414 , time = 2.86
Iter 137 training loss = 3.049 , time = 2.86
Iter 138 training loss = 4.636 , time = 2.87
Iter 139 training loss = 11.326 , time = 2.87
Iter 140 training loss = 3.401 , time = 2.86
Iter 141 training loss = 7.601 , time = 2.87
Iter 142 training loss = 7.026 , time = 2.86
Iter 143 training loss = 3.946 , time = 2.86
Iter 144 training loss = 19.968 , time = 2.86
Iter 145 training loss = 4.366 , time = 2.87
Iter 146 training loss = 6.610 , time = 2.87
Iter 147 training loss = 3.173 , time = 2.86
Iter 148 training loss = 18.396 , time = 2.86
Iter 149 training loss = 3.248 , time = 2.87
Iter 150 training loss = 11.837 , time = 2.86
Iter 151 training loss = 4.829 , time = 2.87
Iter 152 training loss = 5.657 , time = 2.85
Iter 153 training loss = 5.608 , time = 2.86
Iter 154 training loss = 1.253 , time = 2.86
Iter 155 training loss = 5.100 , time = 2.86
Iter 156 training loss = 7.942 , time = 2.86
Iter 157 training loss = 2.127 , time = 2.86
Iter 158 training loss = 2.379 , time = 2.86
Iter 159 training loss = 4.832 , time = 2.86
Iter 160 training loss = 7.885 , time = 2.86
Iter 161 training loss = nan , time = 2.67
Iter 162 training loss = 4.386 , time = 2.86
Iter 163 training loss = 7.027 , time = 2.86
Iter 164 training loss = 3.254 , time = 2.87
Iter 165 training loss = 19.308 , time = 2.86
Iter 166 training loss = 5.236 , time = 2.86
Iter 167 training loss = 7.894 , time = 2.87
Iter 168 training loss = 13.970 , time = 2.86
Iter 169 training loss = 4.007 , time = 2.88
Iter 170 training loss = 5.569 , time = 2.87
Iter 171 training loss = 2.753 , time = 2.86
Iter 172 training loss = 65.943 , time = 2.86
Iter 173 training loss = 2.478 , time = 2.87
Iter 174 training loss = 8.009 , time = 2.87
Iter 175 training loss = 3.833 , time = 2.87
Iter 176 training loss = 6.232 , time = 2.87
Iter 177 training loss = 4.084 , time = 2.87
Iter 178 training loss = 5.951 , time = 2.87
Iter 179 training loss = 4.355 , time = 2.86
Iter 180 training loss = 2.496 , time = 2.87
Iter 181 training loss = 8.879 , time = 2.86
Iter 182 training loss = 8.218 , time = 2.86
Iter 183 training loss = 3.542 , time = 2.86
Iter 184 training loss = 6.717 , time = 2.86
Iter 185 training loss = 1.335 , time = 2.86
Iter 186 training loss = 7.174 , time = 2.86
Iter 187 training loss = 4.946 , time = 2.86
Iter 188 training loss = 4.874 , time = 2.88
Iter 189 training loss = 7.906 , time = 2.85
Iter 190 training loss = 2.372 , time = 2.84
Iter 191 training loss = 4.867 , time = 2.86
Iter 192 training loss = 4.379 , time = 2.86
Iter 193 training loss = 2.930 , time = 2.86
Iter 194 training loss = 5.307 , time = 2.86
Iter 195 training loss = 7.909 , time = 2.87
Iter 196 training loss = 3.936 , time = 2.86
Iter 197 training loss = 1.647 , time = 2.85
Iter 198 training loss = 6.978 , time = 2.86
Iter 199 training loss = 4.123 , time = 2.86
Iter 200 training loss = 5.443 , time = 2.86
Iter 201 training loss = 34.819 , time = 2.86
Iter 202 training loss = 9.204 , time = 2.87
Iter 203 training loss = 4.487 , time = 2.86
Iter 204 training loss = 2.570 , time = 2.86
Iter 205 training loss = 4.274 , time = 2.86
Iter 206 training loss = nan , time = 2.66
Iter 207 training loss = 7.681 , time = 2.86
Iter 208 training loss = 3.890 , time = 2.86
Iter 209 training loss = 4.903 , time = 2.86
Iter 210 training loss = 6.937 , time = 2.86
Iter 211 training loss = 42.983 , time = 2.87
Iter 212 training loss = 8.119 , time = 2.86
Iter 213 training loss = 5.434 , time = 2.86
Iter 214 training loss = 14.147 , time = 2.86
Iter 215 training loss = 6.787 , time = 2.86
Iter 216 training loss = 3.271 , time = 2.86
Iter 217 training loss = 8.701 , time = 2.86
Iter 218 training loss = 9.744 , time = 2.85
Iter 219 training loss = 6.194 , time = 2.84
Iter 220 training loss = 5.900 , time = 2.84
Iter 221 training loss = 9.537 , time = 2.88
Iter 222 training loss = 9.364 , time = 2.88
Iter 223 training loss = 19.842 , time = 2.86
Iter 224 training loss = 2.643 , time = 2.85
Iter 225 training loss = 4.093 , time = 2.86
Iter 226 training loss = 3.701 , time = 2.85
Iter 227 training loss = 3.289 , time = 2.84
Iter 228 training loss = 2.786 , time = 2.83
Iter 229 training loss = 6.692 , time = 2.84
Iter 230 training loss = 6.963 , time = 2.83
Iter 231 training loss = 10.582 , time = 2.84
Iter 232 training loss = 3.569 , time = 2.84
Iter 233 training loss = 7.161 , time = 2.84
Iter 234 training loss = 4.804 , time = 0.97
235
epoch 3 total training loss = 8.569, epoch time = 1991.19
0.001
Iter 0 training loss = 4.958 , time = 3.06
Iter 1 training loss = 2.551 , time = 2.83
Iter 2 training loss = 8.499 , time = 2.83
Iter 3 training loss = 6.374 , time = 2.87
Iter 4 training loss = 3.170 , time = 2.84
Iter 5 training loss = 4.349 , time = 2.86
Iter 6 training loss = 3.295 , time = 2.87
Iter 7 training loss = 4.626 , time = 2.86
Iter 8 training loss = 2.232 , time = 2.86
Iter 9 training loss = 14.903 , time = 2.86
Iter 10 training loss = 9.057 , time = 2.85
Iter 11 training loss = 2.823 , time = 2.86
Iter 12 training loss = 3.473 , time = 2.87
Iter 13 training loss = 3.996 , time = 2.86
Iter 14 training loss = 5.488 , time = 2.86
Iter 15 training loss = 3.723 , time = 2.84
Iter 16 training loss = 11.576 , time = 2.84
Iter 17 training loss = 2.249 , time = 2.86
Iter 18 training loss = 4.554 , time = 2.86
Iter 19 training loss = 7.480 , time = 2.86
Iter 20 training loss = 4.572 , time = 2.86
Iter 21 training loss = 4.787 , time = 2.87
Iter 22 training loss = 9.893 , time = 2.86
Iter 23 training loss = 5.007 , time = 2.86
Iter 24 training loss = 8.509 , time = 2.86
Iter 25 training loss = 6.795 , time = 2.86
Iter 26 training loss = 7.304 , time = 2.86
Iter 27 training loss = 2.509 , time = 2.86
Iter 28 training loss = 7.330 , time = 2.86
Iter 29 training loss = 7.282 , time = 2.87
Iter 30 training loss = 4.753 , time = 2.86
Iter 31 training loss = 4.225 , time = 2.87
Iter 32 training loss = 50.618 , time = 2.86
Iter 33 training loss = 8.113 , time = 2.86
Iter 34 training loss = 6.317 , time = 2.86
Iter 35 training loss = 2.008 , time = 2.86
Iter 36 training loss = 10.315 , time = 2.86
Iter 37 training loss = 3.755 , time = 2.88
Iter 38 training loss = 3.307 , time = 2.84
Iter 39 training loss = 25.631 , time = 2.84
Iter 40 training loss = 2.435 , time = 2.84
Iter 41 training loss = 4.268 , time = 2.86
Iter 42 training loss = 6.479 , time = 2.87
Iter 43 training loss = 12.327 , time = 2.85
Iter 44 training loss = 2.857 , time = 2.85
Iter 45 training loss = 3.525 , time = 2.88
Iter 46 training loss = 4.393 , time = 2.86
Iter 47 training loss = 3.374 , time = 2.86
Iter 48 training loss = 2.770 , time = 2.87
Iter 49 training loss = 5.272 , time = 2.86
Iter 50 training loss = 5.785 , time = 2.86
Iter 51 training loss = 3.183 , time = 2.86
Iter 52 training loss = 12.204 , time = 2.83
Iter 53 training loss = 2.941 , time = 2.86
Iter 54 training loss = 6.729 , time = 2.85
Iter 55 training loss = 9.953 , time = 2.86
Iter 56 training loss = 5.726 , time = 2.86
Iter 57 training loss = 7.201 , time = 2.88
Iter 58 training loss = 3.993 , time = 2.84
Iter 59 training loss = 2.313 , time = 2.84
Iter 60 training loss = 66.234 , time = 2.84
Iter 61 training loss = 2.737 , time = 2.87
Iter 62 training loss = 12.784 , time = 2.84
Iter 63 training loss = 7.624 , time = 2.84
Iter 64 training loss = 2.730 , time = 2.84
Iter 65 training loss = 3.155 , time = 2.86
Iter 66 training loss = 4.792 , time = 2.87
Iter 67 training loss = 7.674 , time = 2.86
Iter 68 training loss = 8.783 , time = 2.86
Iter 69 training loss = 4.975 , time = 2.87
Iter 70 training loss = 5.017 , time = 2.86
Iter 71 training loss = 4.403 , time = 2.86
Iter 72 training loss = 2.517 , time = 2.86
Iter 73 training loss = 5.812 , time = 2.85
Iter 74 training loss = 7.250 , time = 2.86
Iter 75 training loss = 7.126 , time = 2.85
Iter 76 training loss = 3.800 , time = 2.86
Iter 77 training loss = 6.774 , time = 2.87
Iter 78 training loss = 6.605 , time = 2.86
Iter 79 training loss = 8.008 , time = 2.85
Iter 80 training loss = 9.284 , time = 2.86
Iter 81 training loss = 6.708 , time = 2.86
Iter 82 training loss = 267.554 , time = 2.86
Iter 83 training loss = 5.873 , time = 2.87
Iter 84 training loss = 1.685 , time = 2.85
Iter 85 training loss = 4.323 , time = 2.86
Iter 86 training loss = 7.402 , time = 2.86
Iter 87 training loss = nan , time = 2.67
Iter 88 training loss = 5.969 , time = 2.85
Iter 89 training loss = 3.072 , time = 2.86
Iter 90 training loss = 4.538 , time = 2.86
Iter 91 training loss = 4.584 , time = 2.85
Iter 92 training loss = 5.567 , time = 2.86
Iter 93 training loss = 3.370 , time = 2.85
Iter 94 training loss = 2.438 , time = 2.85
Iter 95 training loss = 6.338 , time = 2.86
Iter 96 training loss = 2.048 , time = 2.86
Iter 97 training loss = 9.533 , time = 2.86
Iter 98 training loss = 5.375 , time = 2.86
Iter 99 training loss = 4.250 , time = 2.86
Iter 100 training loss = 5.588 , time = 2.86
Iter 101 training loss = 4.233 , time = 2.86
Iter 102 training loss = 5.146 , time = 2.86
Iter 103 training loss = 2.755 , time = 2.87
Iter 104 training loss = 7.109 , time = 2.86
Iter 105 training loss = 3.054 , time = 2.86
Iter 106 training loss = 4.178 , time = 2.86
Iter 107 training loss = 3.858 , time = 2.86
Iter 108 training loss = 2.599 , time = 2.86
Iter 109 training loss = 4.094 , time = 2.88
Iter 110 training loss = 3.361 , time = 2.86
Iter 111 training loss = 8.520 , time = 2.86
Iter 112 training loss = 11.768 , time = 2.88
Iter 113 training loss = 3.485 , time = 2.86
Iter 114 training loss = 7.225 , time = 2.85
Iter 115 training loss = 4.626 , time = 2.84
Iter 116 training loss = 10.331 , time = 2.83
Iter 117 training loss = 6.423 , time = 2.86
Iter 118 training loss = 5.691 , time = 2.86
Iter 119 training loss = 5.692 , time = 2.85
Iter 120 training loss = nan , time = 2.67
Iter 121 training loss = 4.280 , time = 2.86
Iter 122 training loss = 3.112 , time = 2.87
Iter 123 training loss = 11.114 , time = 2.86
Iter 124 training loss = 4.480 , time = 2.86
Iter 125 training loss = 4.813 , time = 2.85
Iter 126 training loss = 6.403 , time = 2.86
Iter 127 training loss = 7.475 , time = 2.86
Iter 128 training loss = 4.119 , time = 2.86
Iter 129 training loss = 14.744 , time = 2.87
Iter 130 training loss = 34.582 , time = 2.86
Iter 131 training loss = 3.973 , time = 2.86
Iter 132 training loss = 3.666 , time = 2.87
Iter 133 training loss = 7.057 , time = 2.86
Iter 134 training loss = 8.239 , time = 2.88
Iter 135 training loss = 20.277 , time = 2.83
Iter 136 training loss = 2.956 , time = 2.84
Iter 137 training loss = 4.240 , time = 2.87
Iter 138 training loss = 8.777 , time = 2.86
Iter 139 training loss = 9.559 , time = 2.85
Iter 140 training loss = 4.002 , time = 2.87
Iter 141 training loss = 10.734 , time = 2.87
Iter 142 training loss = 2.441 , time = 2.85
Iter 143 training loss = 7.550 , time = 2.83
Iter 144 training loss = 6.315 , time = 2.87
Iter 145 training loss = 3.302 , time = 2.87
Iter 146 training loss = 3.503 , time = 2.87
Iter 147 training loss = 18.043 , time = 2.86
Iter 148 training loss = 5.212 , time = 2.86
Iter 149 training loss = 4.879 , time = 2.86
Iter 150 training loss = 13.534 , time = 2.86
Iter 151 training loss = 5.368 , time = 2.86
Iter 152 training loss = 4.695 , time = 2.87
Iter 153 training loss = 4.640 , time = 2.87
Iter 154 training loss = 6.222 , time = 2.86
Iter 155 training loss = 4.158 , time = 2.86
Iter 156 training loss = 7.634 , time = 2.86
Iter 157 training loss = nan , time = 2.67
Iter 158 training loss = 1.989 , time = 2.85
Iter 159 training loss = 10.998 , time = 2.86
Iter 160 training loss = 8.782 , time = 2.86
Iter 161 training loss = 6.198 , time = 2.85
Iter 162 training loss = 7.997 , time = 2.86
Iter 163 training loss = 5.037 , time = 2.86
Iter 164 training loss = 10.102 , time = 2.86
Iter 165 training loss = 4.277 , time = 2.87
Iter 166 training loss = 4.537 , time = 2.86
Iter 167 training loss = nan , time = 2.67
Iter 168 training loss = 3.513 , time = 2.87
Iter 169 training loss = 9.133 , time = 2.86
Iter 170 training loss = 2.284 , time = 2.87
Iter 171 training loss = 3.716 , time = 2.85
Iter 172 training loss = 4.981 , time = 2.85
Iter 173 training loss = 4.611 , time = 2.85
Iter 174 training loss = 4.704 , time = 2.86
Iter 175 training loss = 2.581 , time = 2.85
Iter 176 training loss = 7.612 , time = 2.86
Iter 177 training loss = 7.181 , time = 2.86
Iter 178 training loss = 25.337 , time = 2.84
Iter 179 training loss = 5.189 , time = 2.82
Iter 180 training loss = 3.005 , time = 2.84
Iter 181 training loss = 4.720 , time = 2.84
Iter 182 training loss = 9.555 , time = 2.85
Iter 183 training loss = 2.541 , time = 2.86
Iter 184 training loss = 3.540 , time = 2.84
Iter 185 training loss = 4.326 , time = 2.86
Iter 186 training loss = 3.645 , time = 2.81
Iter 187 training loss = 4.537 , time = 2.84
Iter 188 training loss = 5.606 , time = 2.84
Iter 189 training loss = 4.647 , time = 2.85
Iter 190 training loss = 3.790 , time = 2.85
Iter 191 training loss = 3.315 , time = 2.84
Iter 192 training loss = 3.012 , time = 2.85
Iter 193 training loss = 6.679 , time = 2.84
Iter 194 training loss = 4.028 , time = 2.84
Iter 195 training loss = 5.583 , time = 2.84
Iter 196 training loss = 5.725 , time = 2.86
Iter 197 training loss = 6.650 , time = 2.84
Iter 198 training loss = 3.527 , time = 2.85
Iter 199 training loss = 8.325 , time = 2.84
Iter 200 training loss = 2.496 , time = 2.86
Iter 201 training loss = 2.755 , time = 2.85
Iter 202 training loss = 3.845 , time = 2.84
Iter 203 training loss = 8.362 , time = 2.85
Iter 204 training loss = 6.914 , time = 2.86
Iter 205 training loss = 10.354 , time = 2.83
Iter 206 training loss = 2.248 , time = 2.83
Iter 207 training loss = 4.797 , time = 2.85
Iter 208 training loss = 9.233 , time = 2.86
Iter 209 training loss = 5.635 , time = 2.85
Iter 210 training loss = 3.652 , time = 2.84
Iter 211 training loss = 4.994 , time = 2.84
Iter 212 training loss = 3.304 , time = 2.86
Iter 213 training loss = 3.759 , time = 2.84
Iter 214 training loss = 6.859 , time = 2.84
Iter 215 training loss = 14.307 , time = 2.84
Iter 216 training loss = 2.892 , time = 2.84
Iter 217 training loss = 6.145 , time = 2.84
Iter 218 training loss = 2.821 , time = 2.84
Iter 219 training loss = 5.808 , time = 2.83
Iter 220 training loss = 11.954 , time = 2.84
Iter 221 training loss = 2.633 , time = 2.84
Iter 222 training loss = 2.318 , time = 2.85
Iter 223 training loss = 4.631 , time = 2.85
Iter 224 training loss = 6.433 , time = 2.84
Iter 225 training loss = 3.289 , time = 2.84
Iter 226 training loss = 6.193 , time = 2.83
Iter 227 training loss = 5.083 , time = 2.81
Iter 228 training loss = 11.349 , time = 2.81
Iter 229 training loss = 2.568 , time = 2.82
Iter 230 training loss = 3.708 , time = 2.82
Iter 231 training loss = 6.389 , time = 2.82
Iter 232 training loss = 7.755 , time = 2.82
Iter 233 training loss = 1.078 , time = 2.83
Iter 234 training loss = 8.082 , time = 0.97
235
epoch 4 total training loss = 9.178, epoch time = 2661.71
0.001
Iter 0 training loss = 2.540 , time = 3.05
Iter 1 training loss = 4.240 , time = 2.85
Iter 2 training loss = 6.506 , time = 2.85
Iter 3 training loss = 12.182 , time = 2.84
Iter 4 training loss = 3.353 , time = 2.85
Iter 5 training loss = 3.003 , time = 2.84
Iter 6 training loss = 4.440 , time = 2.85
Iter 7 training loss = 3.686 , time = 2.84
Iter 8 training loss = 26.812 , time = 2.83
Iter 9 training loss = 4.729 , time = 2.84
Iter 10 training loss = 4.408 , time = 2.84
Iter 11 training loss = 6.442 , time = 2.84
Iter 12 training loss = 8.792 , time = 2.84
Iter 13 training loss = 12.089 , time = 2.83
Iter 14 training loss = 4.154 , time = 2.84
Iter 15 training loss = 6.966 , time = 2.84
Iter 16 training loss = 3.958 , time = 2.84
Iter 17 training loss = 4.410 , time = 2.84
Iter 18 training loss = 3.634 , time = 2.84
Iter 19 training loss = 3.878 , time = 2.84
Iter 20 training loss = 7.534 , time = 2.84
Iter 21 training loss = 10.339 , time = 2.84
Iter 22 training loss = 10.409 , time = 2.83
Iter 23 training loss = 5.125 , time = 2.84
Iter 24 training loss = 4.174 , time = 2.84
Iter 25 training loss = 5.183 , time = 2.84
Iter 26 training loss = 19.964 , time = 2.85
Iter 27 training loss = 2.038 , time = 2.84
Iter 28 training loss = 7.402 , time = 2.86
Iter 29 training loss = 4.183 , time = 2.86
Iter 30 training loss = 28.352 , time = 2.85
Iter 31 training loss = 8.044 , time = 2.85
Iter 32 training loss = 5.124 , time = 2.82
Iter 33 training loss = 6.018 , time = 2.83
Iter 34 training loss = 5.443 , time = 2.84
Iter 35 training loss = 10.337 , time = 2.83
Iter 36 training loss = 6.053 , time = 2.84
Iter 37 training loss = 8.350 , time = 2.85
Iter 38 training loss = 3.979 , time = 2.84
Iter 39 training loss = 2.892 , time = 2.84
Iter 40 training loss = 6.437 , time = 2.84
Iter 41 training loss = 9.107 , time = 2.84
Iter 42 training loss = 16.212 , time = 2.84
Iter 43 training loss = 4.097 , time = 2.86
Iter 44 training loss = 4.833 , time = 2.84
Iter 45 training loss = 3.424 , time = 2.85
Iter 46 training loss = 4.220 , time = 2.84
Iter 47 training loss = 4.579 , time = 2.85
Iter 48 training loss = 3.467 , time = 2.85
Iter 49 training loss = 34.190 , time = 2.85
Iter 50 training loss = 8.216 , time = 2.85
Iter 51 training loss = 4.894 , time = 2.85
Iter 52 training loss = 4.988 , time = 2.84
Iter 53 training loss = 3.322 , time = 2.86
Iter 54 training loss = 4.280 , time = 2.86
Iter 55 training loss = 53.677 , time = 2.85
Iter 56 training loss = 5.697 , time = 2.86
Iter 57 training loss = 2.870 , time = 2.86
Iter 58 training loss = 5.091 , time = 2.86
Iter 59 training loss = 4.631 , time = 2.86
Iter 60 training loss = 6.204 , time = 2.85
Iter 61 training loss = 18.657 , time = 2.86
